"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"174";"Kristoffer";"Jonsson";"M";"NOR";"Vingrom IL / Team Bardøla";"Sprint";"M20-21";"Sprint";"29:47.3";"00:29:47.300";"29:47.3";"1";"8";"1:30.9";"238";"10:07.1";"387";"11:41.0";"2016-02-27T10:57:47.7000000";"";""
"200";"Sindre Fjellheim";"Jorde";"M";"NOR";"Asker SK / Team Holmenkollen";"Sprint";"M20-21";"Sprint";"29:51.9";"00:29:51.900";"29:51.9";"1";"9";"1:35.5";"240";"10:11.7";"389";"11:45.6";"2016-02-27T11:06:31.6000000";"";""
"166";"Georg Noer";"Dotzler";"M";"NOR";"Fossum IF / Team Statkraft Oslofjord";"Sprint";"M20-21";"Sprint";"30:10.1";"00:30:10.100";"30:10.1";"1";"10";"1:53.7";"247";"10:29.9";"396";"12:03.8";"2016-02-27T10:55:30.0000000";"";""
"169";"Ole Andreas";"Flotten";"M";"NOR";"Oppdal IL / Team Bardøla";"Sprint";"M20-21";"Sprint";"30:15.2";"00:30:15.200";"30:15.2";"1";"11";"1:58.8";"250";"10:35.0";"399";"12:08.9";"2016-02-27T10:56:34.8000000";"";""
"165";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL";"Sprint";"M20-21";"Sprint";"30:28.0";"00:30:28.000";"30:28.0";"1";"12";"2:11.6";"255";"10:47.8";"404";"12:21.7";"2016-02-27T10:55:28.0000000";"";""
"154";"Brage Malm";"MONSTAD";"M";"NOR";"Lier IL / Team Bardøla";"Sprint";"M20-21";"Sprint";"30:36.1";"00:30:36.100";"30:36.1";"1";"13";"2:19.7";"257";"10:55.9";"407";"12:29.8";"2016-02-27T10:51:56.6000000";"";""
"149";"Espen";"Fystro";"M";"NOR";"Vingrom IL / Team Bardøla";"Sprint";"M20-21";"Sprint";"30:44.4";"00:30:44.400";"30:44.4";"1";"14";"2:28.0";"261";"11:04.2";"411";"12:38.1";"2016-02-27T10:50:24.6000000";"";""
"197";"Hogne Findal";"Skar";"M";"NOR";"Sannidal Idrettslag";"Sprint";"M20-21";"Sprint";"30:46.9";"00:30:46.900";"30:46.9";"1";"15";"2:30.5";"263";"11:06.7";"413";"12:40.6";"2016-02-27T11:06:27.6000000";"";""
"186";"Sverre Ryland";"Glomnes";"M";"NOR";"Fet SK / Team Statkraft Oslofjord";"Sprint";"M20-21";"Sprint";"30:47.6";"00:30:47.600";"30:47.6";"1";"16";"2:31.2";"264";"11:07.4";"414";"12:41.3";"2016-02-27T11:02:48.0000000";"";""
"146";"Peder";"Hojem";"M";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"M20-21";"Sprint";"30:49.5";"00:30:49.500";"30:49.5";"1";"17";"2:33.1";"267";"11:09.3";"417";"12:43.2";"2016-02-27T10:49:29.9000000";"";""
"170";"Anders Sommerstad";"Juveli";"M";"NOR";"Vingrom IL / Team Skistua Hemsedal";"Sprint";"M20-21";"Sprint";"30:51.4";"00:30:51.400";"30:51.4";"1";"18";"2:35.0";"268";"11:11.2";"418";"12:45.1";"2016-02-27T10:57:31.4000000";"";""
"191";"Aleksander Morsund";"Karlsen";"M";"NOR";"Lier IL / Meråker Videregående skole";"Sprint";"M20-21";"Sprint";"30:52.1";"00:30:52.100";"30:52.1";"1";"19";"2:35.7";"269";"11:11.9";"419";"12:45.8";"2016-02-27T11:04:31.4000000";"";""
"172";"Asbjørn";"Madsstuen";"M";"NOR";"Asker SK";"Sprint";"M20-21";"Sprint";"31:01.4";"00:31:01.400";"31:01.4";"1";"20";"2:45.0";"272";"11:21.2";"422";"12:55.1";"2016-02-27T10:58:21.5000000";"";""
"175";"Hans";"RUUD";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"Sprint";"M20-21";"Sprint";"31:01.8";"00:31:01.800";"31:01.8";"1";"21";"2:45.4";"273";"11:21.6";"423";"12:55.5";"2016-02-27T10:59:21.9000000";"";""
"195";"Jon Nikolai Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"31:17.2";"00:31:17.200";"31:17.2";"1";"22";"3:00.8";"276";"11:37.0";"426";"13:10.9";"2016-02-27T11:06:17.5000000";"";""
"151";"Mats";"ENGEN";"M";"NOR";"Tromsø Skiskytterlag";"Sprint";"M20-21";"Sprint";"31:24.4";"00:31:24.400";"31:24.4";"1";"23";"3:08.0";"278";"11:44.2";"428";"13:18.1";"2016-02-27T10:51:44.3000000";"";""
"192";"Eirik Ishol";"Skogan";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"M20-21";"Sprint";"31:25.9";"00:31:25.900";"31:25.9";"1";"24";"3:09.5";"279";"11:45.7";"429";"13:19.6";"2016-02-27T11:05:26.2000000";"";""
"142";"Martin Lien";"Spjøtvold";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"M20-21";"Sprint";"31:30.4";"00:31:30.400";"31:30.4";"1";"25";"3:14.0";"280";"11:50.2";"430";"13:24.1";"2016-02-27T10:48:50.2000000";"";""
"164";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"Sprint";"M20-21";"Sprint";"31:55.2";"00:31:55.200";"31:55.2";"1";"26";"3:38.8";"287";"12:15.0";"437";"13:48.9";"2016-02-27T10:56:35.4000000";"";""
"143";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"31:59.0";"00:31:59.000";"31:59.0";"1";"27";"3:42.6";"289";"12:18.8";"439";"13:52.7";"2016-02-27T10:49:39.3000000";"";""
"182";"Even";"Nordbø";"M";"NOR";"Fyresdal Skiskyttarlag";"Sprint";"M20-21";"Sprint";"32:04.8";"00:32:04.800";"32:04.8";"1";"28";"3:48.4";"292";"12:24.6";"442";"13:58.5";"2016-02-27T11:02:44.7000000";"";""
"196";"Espen";"Johnsen";"M";"NOR";"Knaben og Fjotland IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"32:10.0";"00:32:10.000";"32:10.0";"1";"29";"3:53.6";"293";"12:29.8";"443";"14:03.7";"2016-02-27T11:07:30.2000000";"";""
"157";"Håvard Nøkleby";"Petterson";"M";"NOR";"Østre Toten Skilag";"Sprint";"M20-21";"Sprint";"32:10.4";"00:32:10.400";"32:10.4";"1";"30";"3:54.0";"294";"12:30.2";"444";"14:04.1";"2016-02-27T10:54:30.3000000";"";""
"184";"Georg Kristian";"Halsteinslid";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M20-21";"Sprint";"32:11.9";"00:32:11.900";"32:11.9";"1";"31";"3:55.5";"295";"12:31.7";"445";"14:05.6";"2016-02-27T11:03:32.1000000";"";""
"168";"Jens Bredde";"Vig";"M";"NOR";"Asker SK";"Sprint";"M20-21";"Sprint";"32:12.0";"00:32:12.000";"32:12.0";"1";"32";"3:55.6";"296";"12:31.8";"446";"14:05.7";"2016-02-27T10:58:12.8000000";"";""
"156";"Sondre Roesbak";"STROEMSOEYEN";"M";"NOR";"Tynset IF";"Sprint";"M20-21";"Sprint";"32:28.7";"00:32:28.700";"32:28.7";"1";"33";"4:12.3";"297";"12:48.5";"447";"14:22.4";"2016-02-27T10:54:29.0000000";"";""
"148";"Vegard";"Selvnes";"M";"NOR";"Orkdal IL / Team Statkraft Midt-Norge";"Sprint";"M20-21";"Sprint";"32:35.5";"00:32:35.500";"32:35.5";"1";"34";"4:19.1";"299";"12:55.3";"449";"14:29.2";"2016-02-27T10:51:56.1000000";"";""
"152";"Stian Granheim";"Skåland";"M";"NOR";"Moi IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"32:36.4";"00:32:36.400";"32:36.4";"1";"35";"4:20.0";"300";"12:56.2";"450";"14:30.1";"2016-02-27T10:53:16.2000000";"";""
"159";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"Sprint";"M20-21";"Sprint";"32:46.9";"00:32:46.900";"32:46.9";"1";"36";"4:30.5";"301";"13:06.7";"451";"14:40.6";"2016-02-27T10:55:47.3000000";"";""
"145";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"Sprint";"M20-21";"Sprint";"32:48.5";"00:32:48.500";"32:48.5";"1";"37";"4:32.1";"302";"13:08.3";"452";"14:42.2";"2016-02-27T10:51:08.6000000";"";""
"194";"Jens Petter";"Toresen";"M";"NOR";"Oslo Skiskytterlag";"Sprint";"M20-21";"Sprint";"32:57.0";"00:32:57.000";"32:57.0";"1";"38";"4:40.6";"304";"13:16.8";"454";"14:50.7";"2016-02-27T11:07:37.0000000";"";""
"162";"Trygve Aaland";"Tryggestad";"M";"NOR";"Sunnylven IL";"Sprint";"M20-21";"Sprint";"33:04.2";"00:33:04.200";"33:04.2";"1";"39";"4:47.8";"305";"13:24.0";"455";"14:57.9";"2016-02-27T10:57:04.2000000";"";""
"176";"Leif Malvin";"HJELMEVOLL";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"M20-21";"Sprint";"33:07.6";"00:33:07.600";"33:07.6";"1";"40";"4:51.2";"306";"13:27.4";"456";"15:01.3";"2016-02-27T11:01:47.9000000";"";""
"199";"Steinar";"Valbø";"M";"NOR";"Drangedal Idrettslag / Team TeVe";"Sprint";"M20-21";"Sprint";"33:08.6";"00:33:08.600";"33:08.6";"1";"41";"4:52.2";"307";"13:28.4";"457";"15:02.3";"2016-02-27T11:09:29.1000000";"";""
"153";"Amund";"Owren";"M";"NOR";"Vingrom IL / Team Skistua Hemsedal";"Sprint";"M20-21";"Sprint";"33:10.4";"00:33:10.400";"33:10.4";"1";"42";"4:54.0";"308";"13:30.2";"458";"15:04.1";"2016-02-27T10:54:10.6000000";"";""
"178";"Trygve";"Vangsnes";"M";"NOR";"Hålandsdal IL / Team Glalaks";"Sprint";"M20-21";"Sprint";"33:44.2";"00:33:44.200";"33:44.2";"1";"43";"5:27.8";"309";"14:04.0";"459";"15:37.9";"2016-02-27T11:03:04.4000000";"";""
"160";"Daniel Stensæth";"Eide";"M";"NOR";"Asker SK";"Sprint";"M20-21";"Sprint";"33:49.0";"00:33:49.000";"33:49.0";"1";"44";"5:32.6";"311";"14:08.8";"461";"15:42.7";"2016-02-27T10:57:09.5000000";"";""
"181";"Anders Brekke";"Nilsen";"M";"NOR";"IL Bevern / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"33:56.9";"00:33:56.900";"33:56.9";"1";"45";"5:40.5";"312";"14:16.7";"462";"15:50.6";"2016-02-27T11:04:17.2000000";"";""
"167";"Simen";"Kleven";"M";"NOR";"Simostranda IL / NTG Geilo";"Sprint";"M20-21";"Sprint";"34:00.5";"00:34:00.500";"34:00.5";"1";"46";"5:44.1";"313";"14:20.3";"463";"15:54.2";"2016-02-27T10:59:40.5000000";"";""
"158";"Kristian";"Grue";"M";"NOR";"Fet SK";"Sprint";"M20-21";"Sprint";"34:15.3";"00:34:15.300";"34:15.3";"1";"47";"5:58.9";"316";"14:35.1";"466";"16:09.0";"2016-02-27T10:56:55.2000000";"";""
"190";"Espen Segrov";"NES";"M";"NOR";"Fana IL / Team Glalaks";"Sprint";"M20-21";"Sprint";"34:15.9";"00:34:15.900";"34:15.9";"1";"48";"5:59.5";"317";"14:35.7";"467";"16:09.6";"2016-02-27T11:07:36.5000000";"";""
"201";"Erlend";"Gammelsæter";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"Sprint";"M20-21";"Sprint";"34:23.1";"00:34:23.100";"34:23.1";"1";"49";"6:06.7";"318";"14:42.9";"468";"16:16.8";"2016-02-27T11:11:23.6000000";"";""
"173";"Sigmund A. Kvammen";"Forberg";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"Sprint";"M20-21";"Sprint";"34:25.4";"00:34:25.400";"34:25.4";"1";"50";"6:09.0";"319";"14:45.2";"469";"16:19.1";"2016-02-27T11:02:05.7000000";"";""
"155";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"34:33.9";"00:34:33.900";"34:33.9";"1";"51";"6:17.5";"320";"14:53.7";"470";"16:27.6";"2016-02-27T10:56:14.7000000";"";""
"180";"Steinar";"Riksaasen";"M";"NOR";"Dombås IL";"Sprint";"M20-21";"Sprint";"35:24.6";"00:35:24.600";"35:24.6";"1";"52";"7:08.2";"324";"15:44.4";"474";"17:18.3";"2016-02-27T11:05:25.6000000";"";""
"179";"Anders";"Østebø";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"Sprint";"35:47.4";"00:35:47.400";"35:47.4";"1";"53";"7:31.0";"325";"16:07.2";"475";"17:41.1";"2016-02-27T11:05:28.0000000";"";""
"141";"Sindre";"Hirth";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"M20-21";"Sprint";"35:51.8";"00:35:51.800";"35:51.8";"1";"54";"7:35.4";"326";"16:11.6";"476";"17:45.5";"2016-02-27T10:52:51.9000000";"";""
"188";"Jakob";"Hanserud";"M";"NOR";"Asker SK";"Sprint";"M20-21";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"55";"";"330";"";"480";"";"";"";""
"189";"Vebjørn Krogh";"Pedersen";"M";"NOR";"Nordkyn IL";"Sprint";"M20-21";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"56";"";"332";"";"482";"";"";"";""
"271";"Turid";"SALBU";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"SprintP";"K Senior";"Sprint";"DSQ";"00:00:00.000";"DSQ";"1";"1";"";"1";"";"4";"";"";"";""
"493";"Gard Edvard";"Myhr";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"SprintP";"M17";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"1";"";"2";"";"2";"";"";"";""
"450";"Magnus";"Aamlid";"M";"NOR";"Birkenes IL / Sirdal Videregående skole";"SprintP";"M18";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"1";"";"1";"";"1";"";"";"";""
"81";"Anders";"Sørløkk";"M";"NOR";"Skaun IL / Heimdal VGS";"SprintP";"M19";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"1";"";"3";"";"3";"";"";"";""
